event_type,event_subtype,event_data,event_time
keyboard,press,Key.alt_l,,0.16568660736083984
keyboard,press,Key.tab,,0.0784759521484375
keyboard,release,Key.tab,,0.07922053337097168
keyboard,release,Key.alt_l,,0.006017208099365234
mouse,click,798;62;left;True,0.9172029495239258
mouse,click,798;62;left;False,0.11612725257873535
mouse,click,819;91;left;True,3.1457278728485107
mouse,click,819;91;left;False,0.09307098388671875
mouse,click,1030;540;left;True,1.7165215015411377
mouse,click,1030;540;left;False,0.10770368576049805
mouse,click,983;534;left;True,1.134878396987915
mouse,click,983;534;left;False,0.1383211612701416
mouse,click,1037;543;left;True,5.484132528305054
mouse,click,1037;543;left;False,0.13900208473205566
mouse,click,816;101;left;True,2.6476099491119385
mouse,click,816;101;left;False,0.14818596839904785
mouse,click,47;341;left;True,9.066457986831665
mouse,click,47;341;left;False,0.1585712432861328
